"time","obs","obs_id","id"
4.5,7.1346597548489,1,13
5,6.93132003328915,1,13
5.5,7.07095447062943,1,13
6,6.60672228179136,1,13
6.5,7.28559283074756,1,13
7,6.6579422468919,1,13
7.5,6.93306731003807,1,13
8,7.05613469187406,1,13
8.5,6.80764053132358,1,13
9,6.95403853652009,1,13
9.5,6.65000104148336,1,13
10,6.20870152127813,1,13
10.5,6.75828379061145,1,13
11,6.82452002628987,1,13
11.5,6.57585081145484,1,13
12,7.03847851538065,1,13
12.5,6.38687986250727,1,13
13,6.41026126737239,1,13
13.5,6.39511662903771,1,13
14,7.02175311366827,1,13
14.5,6.45514172763583,1,13
15,6.60144693599463,1,13
15.5,6.75075743333139,1,13
16,6.30599039103678,1,13
16.5,6.16763195788084,1,13
17,6.30486862991763,1,13
17.5,6.08566123943644,1,13
18,6.19624295273526,1,13
18.5,6.32497613063983,1,13
19,6.2987477769098,1,13
19.5,6.26310119714633,1,13
20,6.08318571416866,1,13
20.5,6.05711765017831,1,13
21,6.09098078592277,1,13
21.5,6.40773180800623,1,13
22,5.83365604415398,1,13
22.5,6.19198425283402,1,13
23,6.07247281873,1,13
23.5,6.31126900769493,1,13
24,6.22703136780339,1,13
24.5,6.30196866331427,1,13
25,5.98259176596763,1,13
25.5,5.76426976798944,1,13
26,5.46550637029978,1,13
26.5,6.06332420794463,1,13
27,5.84940034764253,1,13
27.5,6.18940962103045,1,13
28,5.57908523816814,1,13
28.5,5.92508226166721,1,13
29,5.62085012057804,1,13
29.5,5.89891751092135,1,13
30,5.81707550677866,1,13
0,2.26722965192818,1,14
0.5,5.14258387990534,1,14
1,5.4926940437378,1,14
1.5,5.7515353610067,1,14
2,5.72515197428265,1,14
2.5,6.58090155071576,1,14
3,6.18751220329802,1,14
3.5,5.92581376218449,1,14
4,5.97333539592521,1,14
4.5,6.15663416493109,1,14
5,5.94542547818294,1,14
5.5,6.15443757003925,1,14
6,6.20954574076633,1,14
6.5,5.80472668826347,1,14
7,6.24271738956636,1,14
7.5,5.83947327999153,1,14
8,6.16074036224214,1,14
8.5,5.75316552189445,1,14
9,5.78627954389974,1,14
9.5,6.01978561108362,1,14
10,5.93666341879813,1,14
10.5,6.04756387490839,1,14
11,5.77037050333745,1,14
11.5,5.96303547198485,1,14
12,6.09916452690654,1,14
12.5,5.94925118909356,1,14
13,5.56132197985455,1,14
13.5,5.96103075522176,1,14
14,5.40216431496891,1,14
14.5,5.67060094010334,1,14
15,5.6451094516026,1,14
15.5,5.53810637359678,1,14
16,5.85526321433047,1,14
16.5,5.37771201364987,1,14
17,5.49913023554912,1,14
17.5,5.62754029643662,1,14
18,5.77078011293326,1,14
18.5,5.34604862638627,1,14
19,5.11050104968884,1,14
19.5,5.36104592397801,1,14
20,5.71176116052263,1,14
20.5,5.75658826324991,1,14
21,5.35512364551368,1,14
21.5,5.3816063902165,1,14
22,5.43396185760687,1,14
22.5,5.36150542898541,1,14
23,5.69135053263217,1,14
23.5,5.60642973138506,1,14
24,5.22401534179252,1,14
24.5,5.26977745973463,1,14
25,5.44537819189284,1,14
25.5,4.99500476840645,1,14
26,5.19109474262798,1,14
26.5,5.16787332880488,1,14
27,4.98437213278475,1,14
27.5,5.00407583343664,1,14
28,5.29653831735236,1,14
28.5,4.93019552893703,1,14
29,4.91649949409273,1,14
29.5,5.27192257626106,1,14
30,5.12558242768529,1,14
0,2.08155926365199,1,15
0.5,5.69884108407811,1,15
1,6.29541092857083,1,15
1.5,6.59496646194025,1,15
2,6.19814033790473,1,15
2.5,6.90273499526006,1,15
3,6.65159145951766,1,15
3.5,6.41413571902723,1,15
4,6.26716489462928,1,15
4.5,6.59337659519403,1,15
5,6.23164047291636,1,15
5.5,6.48982694739005,1,15
6,6.74435127206253,1,15
6.5,6.81693909649458,1,15
7,6.47342493963807,1,15
7.5,6.84331486014158,1,15
8,6.88418437326099,1,15
8.5,6.12866841097485,1,15
9,6.49648611988819,1,15
9.5,6.41958307341075,1,15
10,6.80909475840507,1,15
10.5,6.41396377817367,1,15
11,6.12419326683679,1,15
11.5,6.30029427358026,1,15
12,6.46733294303743,1,15
12.5,6.02674031788518,1,15
13,6.47621161909509,1,15
13.5,6.08648473612895,1,15
14,6.30500738428053,1,15
14.5,6.26574091022445,1,15
15,6.72722775292683,1,15
15.5,6.36586972964755,1,15
16,5.9322973032346,1,15
16.5,6.07456743724866,1,15
17,6.2624640901635,1,15
17.5,6.21208456538754,1,15
18,6.38706536641303,1,15
18.5,5.99601122414591,1,15
19,6.11210250848347,1,15
19.5,6.07761257656244,1,15
20,6.08566377225652,1,15
20.5,5.87674065301937,1,15
21,6.12615360741044,1,15
21.5,5.96349578207844,1,15
22,6.19441436350864,1,15
22.5,5.57672618642175,1,15
23,5.95124035730746,1,15
23.5,5.73809916354029,1,15
24,6.00241014725608,1,15
24.5,6.16794713863939,1,15
25,5.69333382262571,1,15
25.5,5.36581917579582,1,15
26,5.65124126068989,1,15
26.5,5.73718447732359,1,15
27,5.57636787622438,1,15
27.5,5.72448764253129,1,15
28,5.93292414919606,1,15
28.5,5.53234679987503,1,15
29,5.33418314595739,1,15
29.5,5.70530089730379,1,15
30,5.62461733860304,1,15
0,1.78340327945463,1,16
0.5,5.7793590675099,1,16
1,6.22302662739653,1,16
1.5,6.42266677355377,1,16
2,6.59757049384901,1,16
2.5,6.53945794108714,1,16
3,6.89437953338645,1,16
3.5,6.55389452931653,1,16
4,6.98146777718816,1,16
4.5,6.60780294664588,1,16
5,6.92870031953578,1,16
5.5,6.70995674392354,1,16
6,6.66712371058328,1,16
6.5,6.45439603139041,1,16
7,6.69807696175164,1,16
7.5,6.80844909416594,1,16
8,6.69389130340747,1,16
